postId,posCommentCount,neuCommentCount,negCommentCount,totalCommentCount,netCompound
1991716644473195_2211211469190377,3,0,0,3,1.0882
1991716644473195_2211212272523630,1,0,0,1,0.5994
1991716644473195_2211237129187811,0,3,0,3,0
1991716644473195_2211248339186690,1,0,0,1,0.4939
1991716644473195_2211628549148669,0,2,0,2,0
1991716644473195_2211943529117171,3,1,0,4,1.4424
1991716644473195_2212276269083897,3,0,0,3,1.3912
1991716644473195_2212406769070847,0,1,0,1,0
1991716644473195_2213084755669715,4,3,0,7,1.9272
1991716644473195_2213331435645047,2,0,0,2,1.4052
1991716644473195_2213331768978347,4,1,0,5,1.9446
1991716644473195_2213623305615860,0,1,0,1,0
1991716644473195_2213624565615734,3,0,0,3,1.2834
1991716644473195_2213638488947675,1,0,0,1,0.4754
1991716644473195_2213986512246206,2,1,0,3,0.8619
1991716644473195_2213990338912490,18,6,0,24,7.8886
1991716644473195_2214230575555133,7,4,0,11,3.7622
1991716644473195_2215253835452807,1,0,0,1,0.6597
1991716644473195_2215278578783666,2,22,1,25,0.4052
1991716644473195_2215441158767408,4,1,0,5,1.8473
1991716644473195_2215446325433558,1,0,0,1,0.4215
1991716644473195_2215975435380647,3,7,0,10,0.7136
1991716644473195_2215997382045119,0,4,0,4,0
1991716644473195_2217021348609389,1,2,0,3,0.0772
1991716644473195_2217217608589763,2,1,1,4,0.5541
1991716644473195_2217299205248270,0,1,0,1,0
1991716644473195_2217300648581459,1,1,0,2,0.4019
1991716644473195_2217305048581019,0,4,0,4,0
1991716644473195_2217656831879174,0,1,0,1,0
1991716644473195_2218133775164813,0,1,0,1,0
1991716644473195_2218492918462232,23,1,1,25,11.4371
1991716644473195_2218904238421100,1,0,0,1,0.0772
1991716644473195_2219034768408047,2,0,0,2,1.1625
1991716644473195_2219154968396027,2,0,0,2,0.9158
1991716644473195_2220316698279854,1,0,0,1,0.6249
1991716644473195_2221797231465134,4,0,0,4,2.1318
1991716644473195_2223393757972148,0,6,1,7,-0.5719
1991716644473195_2223676967943827,1,0,0,1,0.7297
1991716644473195_2224128201232037,1,0,0,1,0.4404
1991716644473195_2224731257838398,5,1,0,6,2.9174
1991716644473195_2224811487830375,0,1,2,3,-0.8679
1991716644473195_2224861094492081,1,0,0,1,0.4404
1991716644473195_2225319877779536,0,11,0,11,0
1991716644473195_2225683724409818,0,1,0,1,0
1991716644473195_2225741057737418,3,2,0,5,1.3373
1991716644473195_2225967641048093,1,11,3,15,-1.2578
1991716644473195_2226358294342361,3,0,0,3,1.4932
1991716644473195_2226660244312166,0,1,0,1,0
1991716644473195_2226726587638865,2,0,0,2,0.8808
1991716644473195_2226960384282152,9,5,0,14,5.2302
1991716644473195_2226968240948033,5,0,0,5,2.5757
1991716644473195_2227054270939430,1,1,0,2,0.3182
1991716644473195_2227114884266702,0,1,0,1,0
1991716644473195_2227118110933046,0,1,0,1,0
1991716644473195_2227267877584736,25,0,0,25,12.4075
1991716644473195_2227677524210438,11,4,0,15,4.999
1991716644473195_2227937834184407,1,0,0,1,0.4404
1991716644473195_2228181537493370,1,0,0,1,0.4215
1991716644473195_2228404180804439,0,1,0,1,0
1991716644473195_2228617580783099,7,1,1,9,3.3091
1991716644473195_2228975097414014,4,1,0,5,1.4272
1991716644473195_2229188750725982,5,3,1,9,2.711
1991716644473195_2229620900682767,23,2,0,25,12.7
1991716644473195_2230185473959643,6,0,0,6,2.7825
1991716644473195_2230448250600032,2,0,0,2,0.8808
1991716644473195_2230727223905468,1,0,0,1,0.4927
1991716644473195_2230831533895037,1,0,0,1,0.4404
1991716644473195_2230853090559548,1,2,0,3,0.4404
1991716644473195_2231047430540114,1,2,0,3,0.5994
1991716644473195_2231417190503138,5,18,2,25,-0.2194
1991716644473195_2231496933828497,3,0,0,3,2.4601
1991716644473195_2231730050471852,4,0,0,4,1.9461
1991716644473195_2232112247100299,0,1,0,1,0
1991716644473195_2232180817093442,1,0,0,1,0.7269
1991716644473195_2232318280413029,15,10,0,25,3.8998
1991716644473195_2232786420366215,0,1,0,1,0
1991716644473195_2233347670310090,4,5,0,9,1.6369
1991716644473195_2233393926972131,1,0,0,1,0.4019
1991716644473195_2233395266971997,4,3,0,7,1.7392
1991716644473195_2233993800245477,2,1,0,3,0.843
1991716644473195_2234530710191786,4,21,0,25,1.1557
1991716644473195_2234785963499594,2,0,0,2,0.9331
1991716644473195_2235501820094675,0,2,0,2,0
1991716644473195_2235540226757501,1,0,0,1,0.5106
1991716644473195_2237512829893574,16,0,0,16,8.6839
1991716644473195_2238132936498230,0,1,1,2,-0.296
1991716644473195_2239635623014628,2,1,0,3,0.8808
1991716644473195_2241403102837880,1,0,0,1,0.4215
1991716644473195_2243270442651146,3,1,0,4,1.3735
1991716644473195_2247244608920396,2,0,0,2,0.8808
1991716644473195_2248365495474974,1,10,1,12,0.1404
1991716644473195_2249442215367302,13,1,0,14,5.8876
1991716644473195_2249847295326794,7,0,0,7,3.4694
1991716644473195_2250480231930167,19,6,0,25,9.8782
1991716644473195_2253294348315422,2,1,0,3,0.8619
1991716644473195_2253294914982032,2,0,0,2,0.843
1991716644473195_2253295474981976,0,3,0,3,0
1991716644473195_2253297061648484,5,15,5,25,0.1707
1991716644473195_2253357381642452,0,1,0,1,0
1991716644473195_2253361371642053,0,3,0,3,0
1991716644473195_2253749934936530,1,0,0,1,0.4404
1991716644473195_2253802644931259,1,2,1,4,-0.1976
1991716644473195_2256587767986080,4,1,0,5,1.643
1991716644473195_2256590391319151,3,3,1,7,1.0775
1991716644473195_2256619851316205,11,2,1,14,4.9576
1991716644473195_2256623834649140,1,0,1,2,0.2382
1991716644473195_2256670981311092,1,0,0,1,0.4404
1991716644473195_2256743297970527,1,0,0,1,0.4927
1991716644473195_2257238024587721,2,0,0,2,1.0812
1991716644473195_2257253554586168,1,0,0,1,0.4927
1991716644473195_2257458671232323,2,0,0,2,1.1524
1991716644473195_2257579384553585,2,0,0,2,1.1993
1991716644473195_2257580301220160,1,0,0,1,0.659
1991716644473195_2262522027392654,1,1,0,2,0.7184
1991716644473195_2262603677384489,6,3,1,10,1.2334
1991716644473195_2262932400684950,1,0,0,1,0.7269
1991716644473195_2262933310684859,1,0,0,1,0.7269
1991716644473195_2263237283987795,1,2,0,3,0.8807
1991716644473195_2263662173945306,3,4,1,8,1.0605
1991716644473195_2263665067278350,2,4,0,6,0.592
1991716644473195_2264039733907550,0,3,0,3,0
1991716644473195_2264069257237931,3,1,0,4,0.888
1991716644473195_2264229670555223,0,3,0,3,0
1991716644473195_2264720900506100,1,0,0,1,0.7269
1991716644473195_2264721130506077,1,0,0,1,0.7269
1991716644473195_2265452040432986,0,1,1,2,-0.485
1991716644473195_2266960230282167,0,1,0,1,0
1991716644473195_2267673760210814,3,1,0,4,1.7044
1991716644473195_2268008613510662,1,2,1,4,-0.168
1991716644473195_2269250440053146,2,12,0,14,1.4309
1991716644473195_2269485663362957,1,16,0,17,0.5106
1991716644473195_2270305783280945,0,1,0,1,0
1991716644473195_2270713573240166,4,17,3,24,1.6009
1991716644473195_2271294203182103,1,2,0,3,0.34
1991716644473195_2271294806515376,1,2,2,5,-0.1901
1991716644473195_2271784956466361,2,0,0,2,0.8619
1991716644473195_2272041949773995,1,23,1,25,-0.0468
1991716644473195_2272052543106269,2,9,1,12,0.2048
1991716644473195_2272053876439469,1,4,0,5,0.2732
1991716644473195_2272061526438704,10,14,1,25,2.1245
1991716644473195_2272061549772035,1,20,4,25,-0.7852
1991716644473195_2272077259770464,1,2,0,3,0.5994
1991716644473195_2272079299770260,2,13,4,19,-0.8328
1991716644473195_2272094939768696,2,8,2,12,0.2543
1991716644473195_2272095499768640,7,16,2,25,1.8694
1991716644473195_2272101923101331,0,1,0,1,0
1991716644473195_2272103456434511,0,4,0,4,0
1991716644473195_2272105279767662,0,4,1,5,-0.1027
1991716644473195_2272106026434254,1,0,0,1,0.5994
1991716644473195_2272109019767288,2,3,0,5,0.8808
1991716644473195_2272109856433871,0,1,0,1,0
1991716644473195_2272111449767045,5,15,5,25,-0.7298
1991716644473195_2272112513100272,3,4,1,8,1.3381
1991716644473195_2272114953100028,1,5,0,6,0.4404
1991716644473195_2272118173099706,0,1,0,1,0
1991716644473195_2272120599766130,2,22,1,25,0.3077
1991716644473195_2272127946432062,3,5,0,8,0.932
1991716644473195_2272128616431995,4,12,0,16,1.3164
1991716644473195_2272133536431503,0,3,1,4,-0.4404
1991716644473195_2272133686431488,1,11,1,13,-0.0903
1991716644473195_2272134399764750,2,8,1,11,0.4886
1991716644473195_2272136189764571,1,2,0,3,0.34
1991716644473195_2272136879764502,2,2,0,4,1.0563
1991716644473195_2272142119763978,0,0,1,1,-0.7096
1991716644473195_2272142389763951,1,0,0,1,0.5267
1991716644473195_2272143403097183,1,0,0,1,0.5423
1991716644473195_2272143806430476,1,0,0,1,0.5267
1991716644473195_2272144423097081,1,10,2,13,-0.533
1991716644473195_2272144506430406,3,1,0,4,1.1906
1991716644473195_2272145659763624,1,3,0,4,0.5267
1991716644473195_2272145779763612,0,1,0,1,0
1991716644473195_2272149696429887,3,3,0,6,1.037
1991716644473195_2272150619763128,2,0,0,2,1.11
1991716644473195_2272151163096407,1,1,0,2,0.0772
1991716644473195_2272151406429716,3,2,1,6,1.118
1991716644473195_2272151479763042,1,0,0,1,0.5267
1991716644473195_2272152709762919,0,6,0,6,0
1991716644473195_2272152873096236,0,1,0,1,0
1991716644473195_2272153519762838,1,0,0,1,0.4754
1991716644473195_2272153579762832,1,0,0,1,0.4137
1991716644473195_2272155256429331,2,1,0,3,1.1625
1991716644473195_2272155366429320,0,2,0,2,0
1991716644473195_2272157323095791,1,0,0,1,0.5267
1991716644473195_2272157329762457,1,1,0,2,0.34
1991716644473195_2272157366429120,3,20,1,24,1.1308
1991716644473195_2272158363095687,1,0,0,1,0.5994
1991716644473195_2272159973095526,0,21,4,25,-1.7944
1991716644473195_2272160399762150,0,4,0,4,0
1991716644473195_2272161209762069,1,1,0,2,0.5994
1991716644473195_2272161416428715,0,5,0,5,0
1991716644473195_2272168699761320,1,1,0,2,0.5994
1991716644473195_2272171959760994,2,0,0,2,0.6039
1991716644473195_2272173836427473,2,2,1,5,0.6299
1991716644473195_2272175886427268,0,9,0,9,0
1991716644473195_2272176923093831,0,11,1,12,-0.4019
1991716644473195_2272189109759279,0,2,0,2,0
1991716644473195_2272193749758815,3,19,3,25,-0.0662
1991716644473195_2272194469758743,1,15,0,16,0.296
1991716644473195_2272213456423511,2,0,0,2,0.9671
1991716644473195_2272214383090085,5,10,1,16,0.4842
1991716644473195_2272215769756613,0,3,0,3,0
1991716644473195_2272222526422604,1,0,0,1,0.5267
1991716644473195_2272222543089269,0,2,0,2,0
1991716644473195_2272225729755617,0,0,1,1,-0.4404
1991716644473195_2272226099755580,1,0,0,1,0.4404
1991716644473195_2272231976421659,0,1,0,1,0
1991716644473195_2272237916421065,1,1,0,2,0.802
1991716644473195_2272238129754377,0,1,0,1,0
1991716644473195_2272238856420971,0,1,0,1,0
1991716644473195_2272239413087582,1,2,0,3,0.6705
1991716644473195_2272241043087419,1,1,0,2,0.0772
1991716644473195_2272242233087300,1,0,0,1,0.5267
1991716644473195_2272242446420612,0,3,0,3,0
1991716644473195_2272242846420572,1,1,0,2,0.5106
1991716644473195_2272243706420486,1,0,0,1,0.5267
1991716644473195_2272249563086567,1,0,0,1,0.5106
1991716644473195_2272251979752992,1,10,0,11,0.34
1991716644473195_2272252163086307,0,2,0,2,0
1991716644473195_2272257923085731,0,1,0,1,0
1991716644473195_2272263993085124,1,2,0,3,0.34
1991716644473195_2272264009751789,4,9,2,15,1.5395
1991716644473195_2272265776418279,1,0,0,1,0.6369
1991716644473195_2272266316418225,0,1,0,1,0
1991716644473195_2272268013084722,0,1,0,1,0
1991716644473195_2272271869751003,4,5,0,9,1.4889
1991716644473195_2272272619750928,2,2,0,4,0.9671
1991716644473195_2272280053083518,0,0,1,1,-0.4767
1991716644473195_2272284533083070,0,2,1,3,-0.504
1991716644473195_2272302966414560,3,6,2,11,0.4596
1991716644473195_2272309213080602,1,2,0,3,0.3089
1991716644473195_2272315399746650,0,1,0,1,0
1991716644473195_2272317599746430,1,0,0,1,0.4404
1991716644473195_2272322203079303,0,2,0,2,0
1991716644473195_2272322563079267,0,1,0,1,0
1991716644473195_2272322999745890,1,9,0,10,0.296
1991716644473195_2272324846412372,1,0,0,1,0.5267
1991716644473195_2272331893078334,1,0,0,1,0.4404
1991716644473195_2272344609743729,0,3,0,3,0
1991716644473195_2272358516409005,1,0,1,2,0.1444
1991716644473195_2272377689740421,1,0,0,1,0.296
1991716644473195_2272409349737255,0,1,0,1,0
1991716644473195_2272426423068881,6,8,0,14,1.886
1991716644473195_2272440266400830,0,1,0,1,0
1991716644473195_2272441309734059,1,0,0,1,0.5994
1991716644473195_2272442199733970,2,0,0,2,0.5176
1991716644473195_2272448603066663,6,15,4,25,1.3171
1991716644473195_2272455249732665,1,6,0,7,0.4926
1991716644473195_2272468233064700,1,5,0,6,0.9136
1991716644473195_2272484923063031,1,2,0,3,0.5267
1991716644473195_2272495249728665,1,2,1,4,0.0222
1991716644473195_2272499666394890,1,0,0,1,0.5267
1991716644473195_2272502036394653,1,1,0,2,0.5267
1991716644473195_2272508609727329,4,0,0,4,2.1051
1991716644473195_2272509663060557,1,2,0,3,0.4404
1991716644473195_2272514903060033,0,1,0,1,0
1991716644473195_2272522003059323,1,1,0,2,0.34
1991716644473195_2272782433033280,0,1,0,1,0
1991716644473195_2272802389697951,3,21,1,25,0.72
1991716644473195_2272814293030094,1,9,1,11,0.4023
1991716644473195_2272815393029984,2,3,0,5,1.4403
1991716644473195_2272823073029216,0,1,0,1,0
1991716644473195_2272843473027176,1,1,0,2,0.9136
1991716644473195_2272857023025821,0,1,0,1,0
1991716644473195_2272857153025808,0,1,0,1,0
1991716644473195_2272861769692013,1,7,2,10,-0.0438
1991716644473195_2272868096358047,0,1,0,1,0
1991716644473195_2272873453024178,2,1,0,3,1.0534
1991716644473195_2272886659689524,0,1,0,1,0
1991716644473195_2272896449688545,2,21,2,25,-0.1447
1991716644473195_2272897619688428,0,1,0,1,0
1991716644473195_2272900029688187,1,1,0,2,0.4939
1991716644473195_2272901026354754,1,5,1,7,0
1991716644473195_2272903373021186,0,1,0,1,0
1991716644473195_2272905509687639,1,3,0,4,0.5267
1991716644473195_2272915319686658,0,1,0,1,0
1991716644473195_2272920756352781,2,5,0,7,1.4167
1991716644473195_2272935173018006,1,0,0,1,0.4019
1991716644473195_2272938649684325,2,0,0,2,0.8808
1991716644473195_2272939333017590,4,4,0,8,2.2694
1991716644473195_2272942853017238,5,1,0,6,3.2385
1991716644473195_2272955776349279,1,3,0,4,0.5267
1991716644473195_2272973326347524,3,7,5,15,-0.4844
1991716644473195_2273023879675802,1,1,0,2,0.5994
1991716644473195_2273054343006089,1,0,0,1,0.8176
1991716644473195_2273067346338122,1,2,0,3,0.2263
1991716644473195_2273075276337329,1,1,0,2,0.6124
1991716644473195_2273079829670207,7,14,1,22,1.4606
1991716644473195_2273192246325632,1,1,0,2,0.9136
1991716644473195_2273254012986122,0,1,0,1,0
1991716644473195_2273288096316047,2,2,0,4,1.4403
1991716644473195_2273289249649265,1,0,0,1,0.9136
1991716644473195_2273304672981056,2,3,0,5,0.8121
1991716644473195_2273572106287646,1,0,0,1,0.2023
1991716644473195_2273619312949592,2,0,0,2,1.4403
1991716644473195_2273675569610633,3,0,0,3,1.8807
1991716644473195_2273681342943389,4,13,6,23,-0.6401
1991716644473195_2273697316275125,1,1,0,2,0.9136
1991716644473195_2273706726274184,1,1,0,2,0.9136
1991716644473195_2273713156273541,2,1,0,3,1.6433
1991716644473195_2273721276272729,5,3,0,8,3.1432
1991716644473195_2273727836272073,8,15,2,25,2.139
1991716644473195_2273732999604890,1,2,0,3,0.6369
1991716644473195_2273736996271157,1,0,0,1,0.9136
1991716644473195_2273737262937797,1,0,0,1,0.9136
1991716644473195_2273738942937629,0,1,0,1,0
1991716644473195_2273760549602135,1,0,0,1,0.9136
1991716644473195_2273775526267304,2,0,0,2,0.8808
1991716644473195_2273783696266487,1,19,5,25,-1.3597
1991716644473195_2273789519599238,8,4,5,17,0.0311
1991716644473195_2273809736263883,2,3,0,5,1.513
1991716644473195_2273813762930147,0,4,1,5,-0.296
1991716644473195_2273842059593984,0,2,0,2,0
1991716644473195_2273852086259648,1,0,0,1,0.9136
1991716644473195_2273866736258183,1,0,0,1,0.4404
1991716644473195_2273882989589891,2,0,0,2,0.9329
1991716644473195_2273886479589542,3,1,0,4,2.0397
1991716644473195_2273920972919426,3,0,0,3,1.3896
1991716644473195_2273922709585919,1,0,1,2,0.6176
1991716644473195_2273940466250810,1,1,0,2,0.891
1991716644473195_2273967209581469,2,1,0,3,1.4403
1991716644473195_2274010859577104,1,2,0,3,0.9136
1991716644473195_2274021296242727,1,0,0,1,0.9136
1991716644473195_2274040672907456,3,1,0,4,1.967
1991716644473195_2274048819573308,2,0,0,2,1.354
1991716644473195_2274366669541523,1,0,0,1,0.4404
1991716644473195_2274380576206799,1,0,0,1,0.9136
1991716644473195_2274412279536962,3,1,0,4,1.8807
1991716644473195_2274422682869255,1,0,0,1,0.9136
1991716644473195_2274427169535473,2,1,0,3,0.9176
1991716644473195_2274472162864307,1,0,0,1,0.9136
1991716644473195_2274485216196335,1,0,0,1,0.9136
1991716644473195_2274485809529609,1,0,0,1,0.932
1991716644473195_2274487792862744,0,1,0,1,0
1991716644473195_2274488406196016,1,0,0,1,0.9136
1991716644473195_2274491429529047,1,0,0,1,0.9136
1991716644473195_2274501649528025,1,0,0,1,0.891
1991716644473195_2274505659527624,11,7,0,18,6.5781
1991716644473195_2274512549526935,2,0,0,2,1.4177
1991716644473195_2274515639526626,1,0,0,1,0.9136
1991716644473195_2274515789526611,1,0,0,1,0.891
1991716644473195_2274517402859783,1,0,0,1,0.9136
1991716644473195_2274533599524830,1,0,0,1,0.9136
1991716644473195_2274544796190377,4,0,0,4,2.9081
1991716644473195_2274545826190274,2,0,0,2,1.4403
1991716644473195_2274552489522941,2,1,0,3,1.2318
1991716644473195_2274553086189548,1,0,0,1,0.9136
1991716644473195_2274559132855610,1,1,0,2,0.891
1991716644473195_2274567212854802,1,0,0,1,0.9136
1991716644473195_2274567406188116,2,1,1,4,0.9576
1991716644473195_2274617486183108,1,0,0,1,0.6847
1991716644473195_2274622379515952,3,2,0,5,2.0171
1991716644473195_2274635349514655,4,1,0,5,2.3848
1991716644473195_2274645259513664,8,15,2,25,3.2719
1991716644473195_2274646749513515,6,13,6,25,0.2637
1991716644473195_2274657169512473,1,1,0,2,0.891
1991716644473195_2274677552843768,1,0,0,1,0.9136
1991716644473195_2274696736175183,3,5,0,8,1.8294
1991716644473195_2274699562841567,2,5,0,7,1.5682
1991716644473195_2274712462840277,1,0,1,2,0.6176
1991716644473195_2274746619503528,1,0,0,1,0.9136
1991716644473195_2274810849497105,1,1,0,2,0.9136
1991716644473195_2274821106162746,1,0,0,1,0.9136
1991716644473195_2274824439495746,0,1,0,1,0
1991716644473195_2274840586160798,2,0,0,2,1.4403
1991716644473195_2274849046159952,2,2,0,4,0.9855
1991716644473195_2274853456159511,1,5,0,6,0.9136
1991716644473195_2274874319490758,3,0,0,3,2.1379
1991716644473195_2274887292822794,3,2,0,5,1.8991
1991716644473195_2274901136154743,3,2,0,5,1.2408
1991716644473195_2274909386153918,1,1,0,2,0.9136
1991716644473195_2275089389469251,2,4,0,6,0.7804
1991716644473195_2275113709466819,1,1,0,2,0.9136
1991716644473195_2275123296132527,1,2,0,3,0.9136
1991716644473195_2275137742797749,2,0,1,3,0.9626
1991716644473195_2275142872797236,0,9,3,12,-1.2171
1991716644473195_2275153916129465,1,0,0,1,0.9136
1991716644473195_2275165772794946,1,0,0,1,0.9136
1991716644473195_2275179256126931,3,1,0,4,1.65
1991716644473195_2275208122790711,1,0,0,1,0.9136
1991716644473195_2275241486120708,0,1,0,1,0
1991716644473195_2275272402784283,1,0,0,1,0.9136
1991716644473195_2275278096117047,1,0,0,1,0.9136
1991716644473195_2275281362783387,2,0,0,2,1.513
1991716644473195_2275291739449016,3,1,0,4,2.0397
1991716644473195_2275316646113192,3,0,0,3,2.3816
1991716644473195_2275355189442671,1,0,0,1,0.9136
1991716644473195_2275369222774601,1,0,0,1,0.9136
1991716644473195_2275375549440635,2,0,0,2,1.7407
1991716644473195_2275382896106567,2,0,0,2,1.354
1991716644473195_2275386152772908,1,1,0,2,0.9136
1991716644473195_2275412896103567,2,0,0,2,1.3724
1991716644473195_2275451316099725,1,0,0,1,0.8175
1991716644473195_2275476252763898,1,0,0,1,0.9136
1991716644473195_2275480152763508,3,0,0,3,1.8709
1991716644473195_2275538062757717,1,1,0,2,0.9136
1991716644473195_2275586996086157,1,0,0,1,0.8175
1991716644473195_2275590306085826,1,0,0,1,0.6808
1991716644473195_2275622256082631,1,1,0,2,0.7269
1991716644473195_2275870516057805,3,0,0,3,1.6479
1991716644473195_2276005376044319,1,2,0,3,0.34
1991716644473195_2276026249375565,1,0,0,1,0.8175
1991716644473195_2276070339371156,1,1,0,2,0.4019
1991716644473195_2276213102690213,0,1,0,1,0
1991716644473195_2276274162684107,1,0,0,1,0.8175
1991716644473195_2276303019347888,1,0,0,1,0.872
1991716644473195_2276348679343322,1,1,0,2,0.5994
1991716644473195_2276388192672704,4,10,0,14,1.2483
1991716644473195_2276463019331888,3,0,0,3,1.7342
1991716644473195_2276790182632505,1,1,0,2,0.5267
1991716644473195_2276806262630897,1,0,0,1,0.4404
1991716644473195_2276845302626993,1,0,0,1,0.4404
1991716644473195_2277007269277463,2,4,0,6,0.6119
1991716644473195_2277015689276621,1,2,0,3,0.4404
1991716644473195_2277080465936810,0,1,0,1,0
1991716644473195_2277452079232982,1,14,4,19,-1.167
1991716644473195_2277527722558751,0,0,1,1,-0.644
1991716644473195_2277536549224535,1,0,0,1,0.8175
1991716644473195_2277548345890022,1,0,0,1,0.6808
1991716644473195_2277557829222407,0,1,0,1,0
1991716644473195_2277560202555503,3,11,8,22,-1.7634
1991716644473195_2277560249222165,3,0,0,3,1.6983
1991716644473195_2277566952554828,5,0,0,5,2.8078
1991716644473195_2277626345882222,1,0,0,1,0.9136
1991716644473195_2277646552546868,1,0,0,1,0.9136
1991716644473195_2277661442545379,1,0,0,1,0.9136
1991716644473195_2277679472543576,3,1,1,5,1.0145
1991716644473195_2277686169209573,2,0,0,2,1.3724
1991716644473195_2277708135874043,2,1,0,3,1.2318
1991716644473195_2277718729206317,3,0,0,3,1.8015
1991716644473195_2277741445870712,2,2,0,4,0.9908
1991716644473195_2277754232536100,1,0,0,1,0.5267
1991716644473195_2277769879201202,2,1,0,3,1.0147
1991716644473195_2277951382516385,0,8,0,8,0
1991716644473195_2277965255848331,4,0,0,4,2.66
1991716644473195_2277985795846277,1,0,0,1,0.9382
1991716644473195_2277990202512503,0,2,1,3,-0.4019
1991716644473195_2277991525845704,1,3,1,5,0.1444
1991716644473195_2277992075845649,0,1,1,2,-0.4019
1991716644473195_2277992402512283,3,11,6,20,-1.4629
1991716644473195_2278021295842727,1,0,0,1,0.9382
1991716644473195_2278231172488406,1,5,2,8,-0.7936
1991716644473195_2278272939150896,1,0,0,1,0.9382
1991716644473195_2278280622483461,1,2,0,3,0.9382
1991716644473195_2278291142482409,1,1,0,2,0.9382
1991716644473195_2278316279146562,1,0,0,1,0.9382
1991716644473195_2278318722479651,2,0,0,2,1.3597
1991716644473195_2278336992477824,1,0,0,1,0.9382
1991716644473195_2278372442474279,0,2,0,2,0
1991716644473195_2278439175800939,3,1,0,4,1.1839
1991716644473195_2278441239134066,0,3,0,3,0
1991716644473195_2278489102462613,1,3,0,4,0.4404
1991716644473195_2278496515795205,0,1,0,1,0
1991716644473195_2278613089116881,0,0,2,2,-0.7727
1991716644473195_2278635119114678,1,0,0,1,0.9136
1991716644473195_2278660889112101,2,0,0,2,1.4403
1991716644473195_2278697832441740,1,2,0,3,0.9136
1991716644473195_2278713435773513,1,1,0,2,0.9136
1991716644473195_2278739599104230,3,1,0,4,1.7998
1991716644473195_2278793472432176,1,0,0,1,0.9136
1991716644473195_2278811745763682,0,1,0,1,0
1991716644473195_2279056349072555,2,0,1,3,1.1443
1991716644473195_2279081382403385,1,0,0,1,0.9136
1991716644473195_2279081835736673,1,1,1,3,0.3475
1991716644473195_2279094345735422,1,0,0,1,0.9136
1991716644473195_2279106532400870,1,0,0,1,0.9136
1991716644473195_2279112555733601,1,0,0,1,0.9136
1991716644473195_2279126305732226,1,0,0,1,0.9136
1991716644473195_2279135189064671,1,0,0,1,0.6486
1991716644473195_2279148872396636,2,0,0,2,0.9482
1991716644473195_2279160955728761,2,0,0,2,1.2575
1991716644473195_2279162535728603,4,1,0,5,2.2761
1991716644473195_2279189515725905,8,3,0,11,3.9559
1991716644473195_2279190385725818,2,4,0,6,0.9908
1991716644473195_2279190485725808,1,0,0,1,0.9136
1991716644473195_2279195565725300,1,0,0,1,0.9136
1991716644473195_2279218952389628,1,0,0,1,0.9136
1991716644473195_2279230835721773,1,0,0,1,0.9136
1991716644473195_2279236922387831,1,0,0,1,0.802
1991716644473195_2279239212387602,1,0,0,1,0.802
1991716644473195_2279241192387404,2,0,0,2,1.2096
1991716644473195_2279247469053443,0,2,0,2,0
1991716644473195_2279269019051288,1,0,0,1,0.802
1991716644473195_2279284895716367,8,1,0,9,3.8865
1991716644473195_2279288205716036,1,0,0,1,0.802
1991716644473195_2279291532382370,1,0,0,1,0.802
1991716644473195_2279294072382116,1,0,0,1,0.802
1991716644473195_2279304065714450,1,0,0,1,0.802
1991716644473195_2279415285703328,15,0,0,15,6.3627
1991716644473195_2279424022369121,4,0,0,4,2.2419
1991716644473195_2279447705700086,2,0,0,2,1.4403
1991716644473195_2279462732365250,1,0,0,1,0.9136
1991716644473195_2279500429028147,1,0,0,1,0.9136
1991716644473195_2279510229027167,1,1,0,2,0.9136
1991716644473195_2279510755693781,1,0,0,1,0.9136
1991716644473195_2279529722358551,1,0,0,1,0.9382
1991716644473195_2279531622358361,2,0,0,2,1.2954
1991716644473195_2279532649024925,1,0,0,1,0.9382
1991716644473195_2279570112354512,2,0,0,2,1.4403
1991716644473195_2279577575687099,1,1,0,2,0.9136
1991716644473195_2279594309018759,1,0,0,1,0.9136
1991716644473195_2279597552351768,1,1,0,2,0.9136
1991716644473195_2279602215684635,1,4,0,5,0.9136
1991716644473195_2279610725683784,3,0,0,3,1.7152
1991716644473195_2279800198998170,2,1,0,3,1.354
1991716644473195_2279836778994512,1,0,0,1,0.9136
1991716644473195_2279837045661152,1,0,0,1,0.9136
1991716644473195_2279841138994076,6,2,0,8,3.5199
1991716644473195_2279855505659306,2,0,0,2,1.3724
1991716644473195_2279881272323396,1,0,0,1,0.9136
1991716644473195_2279882605656596,1,0,0,1,0.9136
1991716644473195_2279888568989333,0,1,0,1,0
1991716644473195_2279898672321656,1,0,0,1,0.4215
1991716644473195_2279899172321606,1,0,0,1,0.9929
1991716644473195_2279923082319215,1,0,0,1,0.9382
1991716644473195_2279943412317182,1,0,0,1,0.9382
1991716644473195_2279944818983708,2,1,0,3,1.0398
1991716644473195_2279953218982868,0,1,0,1,0
1991716644473195_2279978008980389,1,0,0,1,0.9382
1991716644473195_2279987802312743,1,10,0,11,0.3182
1991716644473195_2280070438971146,1,0,0,1,0.9382
1991716644473195_2280089385635918,1,0,0,1,0.9382
1991716644473195_2280272615617595,1,0,0,1,0.9382
1991716644473195_2280289792282544,1,0,1,2,0.7357
1991716644473195_2280303988947791,1,0,0,1,0.9136
1991716644473195_2280304495614407,1,0,0,1,0.9136
1991716644473195_2280313775613479,1,0,0,1,0.9136
