postId,posCommentCount,neuCommentCount,negCommentCount,totalCommentCount,netCompound
1991716644473195_2310555062589350,1,0,0,1,0.4404
1991716644473195_2310563862588470,13,0,0,13,5.5391
1991716644473195_2310575459253977,3,2,0,5,1.3735
1991716644473195_2310584559253067,4,0,0,4,1.795
1991716644473195_2310585692586287,5,2,0,7,2.2704
1991716644473195_2310586629252860,1,0,0,1,0.4404
1991716644473195_2310597362585120,3,0,0,3,1.4149
1991716644473195_2310602125917977,6,0,0,6,3.2227
1991716644473195_2310609885917201,4,0,0,4,1.8473
1991716644473195_2310610585917131,2,0,0,2,0.5526
1991716644473195_2310632675914922,2,0,0,2,0.8808
1991716644473195_2310657842579072,9,2,0,11,6.0673
1991716644473195_2310668505911339,6,0,0,6,2.5609
1991716644473195_2310676095910580,1,0,0,1,0.4927
1991716644473195_2310676425910547,9,0,0,9,5.1093
1991716644473195_2310686002576256,3,0,0,3,1.3212
1991716644473195_2310688379242685,9,1,0,10,4.6101
1991716644473195_2310689825909207,1,0,0,1,0.4927
1991716644473195_2310707462574110,4,1,0,5,1.7427
1991716644473195_2310727942572062,18,6,1,25,7.8114
1991716644473195_2310760719235451,5,0,0,5,2.1831
1991716644473195_2310775579233965,5,0,0,5,2.2354
1991716644473195_2310787429232780,3,0,0,3,1.3735
1991716644473195_2310791175899072,16,9,0,25,8.2058
1991716644473195_2310800902564766,6,0,0,6,2.5857
1991716644473195_2310813209230202,4,0,0,4,1.6635
1991716644473195_2310843062560550,2,1,0,3,0.8808
1991716644473195_2310944362550420,1,0,0,1,0.4404
1991716644473195_2310951652549691,2,0,0,2,0.8808
1991716644473195_2310951729216350,7,0,0,7,2.9658
1991716644473195_2311018205876369,4,0,0,4,1.8742
1991716644473195_2311023872542469,4,0,0,4,1.7616
1991716644473195_2311024782542378,1,0,0,1,0.4404
1991716644473195_2311029509208572,3,0,0,3,1.3212
1991716644473195_2311031609208362,18,7,0,25,10.1191
1991716644473195_2311039559207567,6,1,0,7,2.808
1991716644473195_2311045369206986,2,0,0,2,0.9783
1991716644473195_2311063509205172,14,1,0,15,7.1235
1991716644473195_2311075502537306,1,0,0,1,0.4404
1991716644473195_2311080089203514,11,0,2,13,4.736
1991716644473195_2311089319202591,2,0,0,2,0.8808
1991716644473195_2311101695868020,3,0,0,3,1.3212
1991716644473195_2311110862533770,7,1,0,8,3.2359
1991716644473195_2311139645864225,6,0,0,6,2.6046
1991716644473195_2311162049195318,2,0,0,2,0.9331
1991716644473195_2311175745860615,11,2,0,13,5.1827
1991716644473195_2311216249189898,2,0,0,2,0.9331
1991716644473195_2311228392522017,2,0,0,2,0.8619
1991716644473195_2311236089187914,21,3,1,25,10.7526
1991716644473195_2311237992521057,2,0,0,2,0.8619
1991716644473195_2311241209187402,10,1,0,11,4.9796
1991716644473195_2311241279187395,6,2,0,8,2.6758
1991716644473195_2311245109187012,6,1,0,7,3.1353
1991716644473195_2311247259186797,19,5,0,24,9.7896
1991716644473195_2311253792519477,15,1,1,17,7.1104
1991716644473195_2311255929185930,9,0,0,9,3.9321
1991716644473195_2311261072518749,2,0,0,2,0.9331
1991716644473195_2311263905851799,2,0,0,2,0.9331
1991716644473195_2311266229184900,6,0,0,6,2.9933
1991716644473195_2311280229183500,3,0,0,3,1.3735
1991716644473195_2311281155850074,2,0,0,2,0.9331
1991716644473195_2311285325849657,2,0,0,2,0.9934
1991716644473195_2311287989182724,22,3,0,25,10.855
1991716644473195_2311289392515917,3,0,0,3,1.4085
1991716644473195_2311290069182516,1,0,0,1,0.4927
1991716644473195_2311296079181915,1,0,0,1,0.4927
1991716644473195_2311301079181415,7,0,0,7,3.4163
1991716644473195_2311327622512094,3,0,0,3,1.3212
1991716644473195_2311340585844131,13,2,0,15,5.6122
1991716644473195_2311346195843570,16,8,1,25,9.4893
1991716644473195_2311348475843342,1,0,0,1,0.8176
1991716644473195_2311356942509162,3,0,0,3,1.7237
1991716644473195_2311357369175786,1,0,0,1,0.4404
1991716644473195_2311357529175770,7,0,0,7,3.4626
1991716644473195_2311359482508908,3,0,0,3,1.3735
1991716644473195_2311362282508628,3,0,0,3,1.3212
1991716644473195_2311367889174734,1,0,0,1,0.4404
1991716644473195_2311387509172772,22,2,0,24,9.9454
1991716644473195_2311401855838004,13,6,1,20,6.0409
1991716644473195_2311404145837775,1,0,0,1,0.4404
1991716644473195_2311405219171001,2,0,0,2,0.8834
1991716644473195_2311411622503694,23,2,0,25,11.4631
1991716644473195_2311417389169784,1,0,0,1,0.4404
1991716644473195_2311419965836193,3,0,0,3,1.3023
1991716644473195_2311429032501953,4,0,0,4,1.6635
1991716644473195_2311430042501852,2,2,0,4,0.8619
1991716644473195_2311446702500186,7,0,0,7,2.9979
1991716644473195_2311457465832443,3,2,0,5,1.3562
1991716644473195_2311462775831912,1,0,0,1,0.4404
1991716644473195_2311478809163642,16,0,0,16,8.1295
1991716644473195_2311480502496806,10,0,0,10,4.845
1991716644473195_2311495365828653,6,1,0,7,2.6235
1991716644473195_2311500009161522,3,0,0,3,1.3023
1991716644473195_2311514969160026,19,0,1,20,8.2565
1991716644473195_2311518802492976,9,2,0,11,4.4184
1991716644473195_2311763939135129,6,0,0,6,3.1859
1991716644473195_2311796989131824,5,0,0,5,2.1453
1991716644473195_2311806362464220,4,0,0,4,1.7427
1991716644473195_2311812779130245,13,6,1,20,6.0443
1991716644473195_2311817369129786,6,0,0,6,3.1711
1991716644473195_2311834259128097,3,0,0,3,1.2834
1991716644473195_2311849675793222,7,1,0,8,3.5798
1991716644473195_2311850242459832,4,2,0,6,2.0457
1991716644473195_2311866389124884,4,0,0,4,1.795
1991716644473195_2311874772457379,3,0,0,3,1.6392
1991716644473195_2311877595790430,4,0,0,4,2.3104
1991716644473195_2311880285790161,23,1,0,24,12.3464
1991716644473195_2311884645789725,1,1,0,2,0.4215
1991716644473195_2311993632445493,3,0,0,3,1.3023
1991716644473195_2312051929106330,8,1,0,9,3.7411
1991716644473195_2312055715772618,2,1,0,3,0.8619
1991716644473195_2312092339102289,2,0,0,2,0.8808
1991716644473195_2312100199101503,4,2,0,6,2.3766
1991716644473195_2312113909100132,3,0,0,3,1.3023
1991716644473195_2312123169099206,11,0,0,11,5.2153
1991716644473195_2312124932432363,4,0,0,4,1.795
1991716644473195_2312211725757017,2,1,0,3,0.8808
1991716644473195_2312211939090329,2,0,0,2,0.8619
1991716644473195_2312213725756817,2,0,0,2,0.8808
1991716644473195_2312216049089918,2,1,0,3,1.2835
1991716644473195_2312232042421652,1,0,0,1,0.4404
1991716644473195_2312234659088057,3,0,0,3,1.7613
1991716644473195_2312235405754649,2,0,0,2,1.3876
1991716644473195_2312239692420887,2,0,0,2,0.8619
1991716644473195_2312250625753127,2,1,0,3,0.8619
1991716644473195_2312253922419464,2,0,0,2,1.2778
1991716644473195_2312269529084570,1,0,0,1,0.4404
1991716644473195_2312284809083042,4,0,0,4,1.9795
1991716644473195_2312293692415487,8,0,0,8,3.8202
1991716644473195_2312302039081319,4,0,0,4,2.1562
1991716644473195_2312449615733228,6,0,0,6,3.5589
1991716644473195_2312489032395953,2,1,0,3,0.8808
1991716644473195_2312572942387562,21,4,0,25,11.5136
1991716644473195_2312575539053969,4,0,0,4,1.9272
1991716644473195_2312615179050005,1,0,0,1,0.4215
1991716644473195_2312631629048360,6,0,0,6,3.058
1991716644473195_2312650655713124,3,0,0,3,1.3023
1991716644473195_2312715502373306,3,0,0,3,1.242
1991716644473195_2312730379038485,5,0,0,5,2.1992
1991716644473195_2312757142369142,2,0,0,2,1.266
1991716644473195_2312762205701969,19,6,0,25,9.7728
1991716644473195_2312787522366104,2,0,0,2,1.0653
1991716644473195_2312830602361796,1,2,0,3,0.4215
1991716644473195_2312879262356930,20,5,0,25,10.4745
1991716644473195_2312879622356894,4,0,0,4,1.9272
1991716644473195_2312943475683842,1,0,0,1,0.4404
1991716644473195_2312976625680527,4,0,0,4,1.7049
1991716644473195_2312979079013615,4,2,0,6,1.7238
1991716644473195_2313003829011140,6,1,0,7,2.4261
1991716644473195_2313333505644839,2,0,0,2,0.8808
1991716644473195_2313348655643324,3,1,0,4,1.2827
1991716644473195_2313353712309485,2,0,0,2,0.8808
1991716644473195_2313357285642461,2,0,0,2,0.8619
1991716644473195_2313361748975348,3,0,0,3,1.2834
1991716644473195_2313374658974057,2,0,0,2,0.8808
1991716644473195_2313375185640671,1,0,0,1,0.4404
1991716644473195_2313394565638733,3,0,0,3,1.3212
1991716644473195_2313407482304108,6,3,0,9,3.489
1991716644473195_2313417548969768,4,0,0,4,1.6635
1991716644473195_2313432612301595,2,0,0,2,0.8619
1991716644473195_2313439235634266,2,0,0,2,0.8619
1991716644473195_2313443092300547,3,0,0,3,1.3212
1991716644473195_2313444062300450,2,0,0,2,1.3737
1991716644473195_2313446045633585,5,0,0,5,2.7099
1991716644473195_2313518708959652,6,0,0,6,2.8225
1991716644473195_2313519618959561,1,0,0,1,0.4404
1991716644473195_2313519792292877,3,0,0,3,1.2834
1991716644473195_2313523545625835,2,0,0,2,0.9142
1991716644473195_2313533155624874,11,12,0,23,5.0339
1991716644473195_2313544445623745,1,0,0,1,0.4215
1991716644473195_2313545598956963,4,1,0,5,2.0292
1991716644473195_2313548625623327,12,3,0,15,6.8149
1991716644473195_2313549415623248,3,0,0,3,1.3212
1991716644473195_2313563568955166,4,0,0,4,1.7761
1991716644473195_2313566852288171,5,1,0,6,2.1831
1991716644473195_2313568778954645,7,1,0,8,3.1765
1991716644473195_2313569208954602,5,1,0,6,2.6365
1991716644473195_2313586892286167,19,0,0,19,8.6365
1991716644473195_2313590138952509,1,0,0,1,0.4404
1991716644473195_2313610322283824,5,0,0,5,2.2515
1991716644473195_2313626902282166,3,0,0,3,1.3023
1991716644473195_2313637158947807,5,3,0,8,2.1257
1991716644473195_2313644175613772,1,0,0,1,0.4404
1991716644473195_2313659675612222,19,6,0,25,10.5507
1991716644473195_2313672502277606,2,0,0,2,1.0748
1991716644473195_2313676568943866,2,0,0,2,1.4106
1991716644473195_2313688862275970,1,0,0,1,0.4404
1991716644473195_2313698738941649,15,5,0,20,7.2586
1991716644473195_2313699115608278,5,0,0,5,2.3865
1991716644473195_2313935558917967,13,3,0,16,7.4586
1991716644473195_2314010615577128,2,0,0,2,0.9158
1991716644473195_2314015882243268,2,0,0,2,0.8808
1991716644473195_2314031845575005,2,0,0,2,0.8808
1991716644473195_2314032692241587,1,0,0,1,0.4404
1991716644473195_2314047578906765,4,1,0,5,1.9017
1991716644473195_2314047615573428,1,0,0,1,0.4404
1991716644473195_2314080022236854,6,0,0,6,2.5443
1991716644473195_2314083515569838,5,0,0,5,2.6715
1991716644473195_2314095062235350,2,0,0,2,0.8619
1991716644473195_2314095832235273,1,0,0,1,0.4404
1991716644473195_2314096995568490,3,1,0,4,1.3023
1991716644473195_2314098012235055,5,0,0,5,2.6689
1991716644473195_2314100505568139,2,0,0,2,0.8808
1991716644473195_2314101798901343,1,0,0,1,0.4404
1991716644473195_2314105978900925,22,1,0,23,10.9671
1991716644473195_2314107838900739,4,0,0,4,2.012
1991716644473195_2314108588900664,5,1,0,6,2.3421
1991716644473195_2314109172233939,1,0,0,1,0.4404
1991716644473195_2314113385566851,5,0,0,5,2.7697
1991716644473195_2314114192233437,11,1,0,12,5.0434
1991716644473195_2314114782233378,1,1,0,2,0.4404
1991716644473195_2314117408899782,7,0,0,7,3.0072
1991716644473195_2314125962232260,21,4,0,25,10.5353
1991716644473195_2314127222232134,5,0,0,5,2.3487
1991716644473195_2314132505564939,3,0,0,3,1.2834
1991716644473195_2314144558897067,1,1,0,2,0.4404
1991716644473195_2314147665563423,1,0,0,1,0.4404
1991716644473195_2314156898895833,5,1,0,6,2.2515
1991716644473195_2314163415561848,2,0,0,2,0.9331
1991716644473195_2314171385561051,8,0,0,8,3.3067
1991716644473195_2314189398892583,4,1,0,5,1.7427
1991716644473195_2314195402225316,21,2,0,23,9.1168
1991716644473195_2314212995556890,1,1,0,2,0.4404
1991716644473195_2314213915556798,1,0,0,1,0.4404
1991716644473195_2314220278889495,2,0,0,2,1.0812
1991716644473195_2314228918888631,14,11,0,25,7.0691
1991716644473195_2314229162221940,4,1,0,5,2.1574
1991716644473195_2314230602221796,5,1,0,6,2.1831
1991716644473195_2314237372221119,3,0,0,3,1.3023
1991716644473195_2314240462220810,2,0,0,2,0.8619
1991716644473195_2314248022220054,16,0,0,16,8.17
1991716644473195_2314264625551727,5,0,0,5,2.1831
1991716644473195_2314275788883944,8,1,0,9,4.7382
1991716644473195_2314292212215635,1,0,0,1,0.4404
1991716644473195_2314306888880834,4,0,0,4,1.9203
1991716644473195_2314315652213291,5,0,0,5,2.4524
1991716644473195_2314359752208881,6,3,0,9,2.843
1991716644473195_2314368925541297,10,6,0,16,5.0776
1991716644473195_2314387498872773,4,0,0,4,2.0292
1991716644473195_2314611555517034,1,0,0,1,0.4404
1991716644473195_2314621152182741,2,1,0,3,0.8808
1991716644473195_2314639555514234,1,0,0,1,0.4404
1991716644473195_2314673642177492,6,1,0,7,2.6191
1991716644473195_2314680185510171,2,0,1,3,0.5659
1991716644473195_2314687482176108,18,5,0,23,9.0456
1991716644473195_2314688035509386,1,0,0,1,0.4404
1991716644473195_2314712462173610,2,0,0,2,0.9331
1991716644473195_2314747142170142,7,0,0,7,3.0036
1991716644473195_2314756815502508,11,2,0,13,6.2595
1991716644473195_2314772535500936,2,1,0,3,0.8619
1991716644473195_2314777668833756,5,0,0,5,2.1831
1991716644473195_2314797472165109,6,0,0,6,2.8414
1991716644473195_2314801388831384,16,3,0,19,7.0522
1991716644473195_2314801535498036,8,1,0,9,4.0342
1991716644473195_2314804675497722,10,1,0,11,4.9665
1991716644473195_2314807245497465,2,1,0,3,0.9331
1991716644473195_2314813355496854,5,0,0,5,2.2164
1991716644473195_2314844998827023,1,0,0,1,0.4215
1991716644473195_2314848045493385,1,0,0,1,0.4404
1991716644473195_2314848712159985,4,2,0,6,1.7158
1991716644473195_2314849508826572,3,0,0,3,1.3212
1991716644473195_2314851638826359,2,0,0,2,0.8808
1991716644473195_2314857995492390,5,0,0,5,2.1768
1991716644473195_2314860322158824,1,2,0,3,0.4404
1991716644473195_2314874785490711,3,0,0,3,1.3023
1991716644473195_2314879888823534,5,0,0,5,2.2354
1991716644473195_2314896658821857,10,1,0,11,4.675
1991716644473195_2314912115486978,7,1,0,8,3.5466
1991716644473195_2314930648818458,2,0,0,2,0.8808
1991716644473195_2314931502151706,2,1,0,3,0.8808
1991716644473195_2314950545483135,5,0,0,5,2.1831
1991716644473195_2314959172148939,2,0,0,2,0.8619
1991716644473195_2314974562147400,3,1,0,4,1.3023
1991716644473195_2314975152147341,2,0,0,2,0.9331
1991716644473195_2314977512147105,3,0,0,3,1.3735
1991716644473195_2314977998813723,5,0,0,5,2.4549
1991716644473195_2314978108813712,3,0,0,3,1.3023
1991716644473195_2314979008813622,7,0,0,7,3.1557
1991716644473195_2314980438813479,3,0,0,3,1.4258
1991716644473195_2314986432146213,2,0,0,2,0.8808
1991716644473195_2314986488812874,3,0,0,3,1.3735
1991716644473195_2314986798812843,2,0,0,2,0.8808
1991716644473195_2314988412146015,4,0,0,4,1.7616
1991716644473195_2315005165477673,3,0,0,3,1.3212
1991716644473195_2315016728809850,2,1,0,3,0.9158
1991716644473195_2315019462142910,2,1,0,3,0.8808
1991716644473195_2315033142141542,15,4,0,19,7.1814
1991716644473195_2315034238808099,9,1,0,10,3.9942
1991716644473195_2315058342139022,3,0,0,3,1.3212
1991716644473195_2315062598805263,2,0,0,2,0.8808
1991716644473195_2315068598804663,2,1,0,3,0.8808
1991716644473195_2315072705470919,2,0,0,2,0.8808
1991716644473195_2315072948804228,4,0,0,4,1.83
1991716644473195_2315074485470741,6,3,2,11,2.1951
1991716644473195_2315082798803243,6,0,0,6,2.6569
1991716644473195_2315085642136292,3,0,0,3,1.3735
1991716644473195_2315086435469546,2,0,0,2,0.8808
1991716644473195_2315087632136093,1,0,0,1,0.4404
1991716644473195_2315094505468739,4,0,0,4,1.7427
1991716644473195_2315102012134655,1,1,0,2,0.4404
1991716644473195_2315111988800324,12,1,0,13,5.9445
1991716644473195_2315141982130658,12,0,0,12,6.1748
1991716644473195_2315147185463471,7,1,0,8,3.2159
1991716644473195_2315314262113430,2,1,0,3,0.8808
1991716644473195_2315431198768403,10,3,0,13,5.3487
1991716644473195_2315433565434833,5,0,0,5,2.1642
1991716644473195_2315477712097085,5,0,0,5,2.1831
1991716644473195_2315511845427005,3,0,0,3,1.3212
1991716644473195_2315514622093394,1,0,0,1,0.1779
1991716644473195_2315521378759385,1,1,0,2,0.4404
1991716644473195_2315522268759296,1,0,0,1,0.4404
1991716644473195_2315532178758305,13,1,0,14,6.5596
1991716644473195_2315536128757910,2,1,0,3,0.8619
1991716644473195_2315541638757359,1,0,0,1,0.4404
1991716644473195_2315541982090658,2,0,0,2,0.8619
1991716644473195_2315543518757171,2,1,0,3,0.8808
1991716644473195_2315551572089699,3,0,0,3,1.3212
1991716644473195_2315557052089151,2,0,0,2,0.9331
1991716644473195_2315563112088545,2,0,0,2,0.9158
1991716644473195_2315567988754724,8,2,0,10,3.7156
1991716644473195_2315580208753502,3,0,0,3,1.3023
1991716644473195_2315591808752342,1,0,0,1,0.4404
1991716644473195_2315613902083466,4,0,0,4,1.7616
1991716644473195_2315625862082270,7,2,0,9,3.0973
1991716644473195_2315634495414740,3,0,0,3,1.3212
1991716644473195_2315642662080590,3,2,0,5,1.4802
1991716644473195_2315642802080576,1,0,0,1,0.4404
1991716644473195_2315643208747202,5,0,0,5,2.1245
1991716644473195_2315643542080502,6,0,0,6,2.6424
1991716644473195_2315653042079552,22,3,0,25,10.527
1991716644473195_2315659428745580,5,0,0,5,2.2354
1991716644473195_2315662805411909,3,0,0,3,1.3212
1991716644473195_2315667615411428,3,0,0,3,1.3212
1991716644473195_2315672775410912,2,1,0,3,0.8619
1991716644473195_2315681945409995,6,0,0,6,2.9517
1991716644473195_2315694485408741,3,0,0,3,1.3023
1991716644473195_2315705028741020,18,5,0,23,8.5004
1991716644473195_2315705285407661,4,3,0,7,2.1438
1991716644473195_2315714312073425,2,0,0,2,0.8619
1991716644473195_2315728802071976,1,0,0,1,0.4404
1991716644473195_2315729745405215,4,0,0,4,1.703
1991716644473195_2315739658737557,3,0,0,3,1.3212
1991716644473195_2315739932070863,9,2,0,11,4.2096
1991716644473195_2315766968734826,4,1,0,5,1.7158
1991716644473195_2315770818734441,2,0,0,2,0.9331
1991716644473195_2315781852066671,7,0,0,7,3.1351
1991716644473195_2315794238732099,2,0,0,2,0.8808
1991716644473195_2315796372065219,4,0,0,4,1.6824
1991716644473195_2315797918731731,4,3,0,7,1.9206
1991716644473195_2315798615398328,4,0,0,4,1.9461
1991716644473195_2315803638731159,2,0,0,2,0.8619
1991716644473195_2315809215397268,2,0,0,2,1.0123
1991716644473195_2315822835395906,5,0,0,5,2.571
1991716644473195_2315833208728202,1,1,0,2,0.4404
1991716644473195_2315843495393840,4,0,0,4,1.8473
1991716644473195_2315856755392514,5,0,0,5,2.4081
1991716644473195_2315894205388769,2,1,0,3,0.8808
1991716644473195_2316141725364017,3,0,0,3,1.3546
1991716644473195_2316149628696560,2,0,0,2,0.8808
1991716644473195_2316155885362601,6,1,0,7,2.6585
1991716644473195_2316157785362411,2,0,0,2,0.8619
1991716644473195_2316178172027039,2,0,0,2,0.8808
1991716644473195_2316190952025761,1,1,0,2,0.4404
1991716644473195_2316196005358589,5,0,0,5,2.0159
1991716644473195_2316197402025116,4,1,0,5,2.5655
1991716644473195_2316199512024905,3,0,0,3,1.3212
1991716644473195_2316201052024751,5,0,0,5,2.6772
1991716644473195_2316202405357949,6,1,0,7,2.3649
1991716644473195_2316206052024251,13,3,0,16,6.9906
1991716644473195_2316207585357431,3,0,0,3,1.5699
1991716644473195_2316225068689016,7,1,0,8,3.4461
1991716644473195_2316241072020749,3,0,0,3,1.3023
1991716644473195_2316244518687071,23,2,0,25,10.0486
1991716644473195_2316264035351786,5,3,0,8,2.237
1991716644473195_2316269442017912,3,0,0,3,1.3212
1991716644473195_2316285288682994,7,1,0,8,3.1862
1991716644473195_2316286312016225,20,5,0,25,9.4129
1991716644473195_2316288308682692,4,1,0,5,1.8151
1991716644473195_2316297358681787,6,0,0,6,2.5443
1991716644473195_2316317592013097,4,1,0,5,1.7616
1991716644473195_2316318222013034,2,1,0,3,1.0653
1991716644473195_2316322605345929,6,0,0,6,2.6235
1991716644473195_2316323015345888,6,2,0,8,2.6235
1991716644473195_2316323352012521,1,0,0,1,0.4404
1991716644473195_2316325305345659,3,1,0,4,1.3212
1991716644473195_2316329332011923,11,2,0,13,5.788
1991716644473195_2316330048678518,4,2,0,6,1.7777
1991716644473195_2316337585344431,4,0,0,4,1.7777
1991716644473195_2316351522009704,8,2,0,10,3.5566
1991716644473195_2316361755342014,1,1,0,2,0.4404
1991716644473195_2316362225341967,2,0,0,2,0.8619
1991716644473195_2316365352008321,1,1,0,2,0.4404
1991716644473195_2316404062004450,4,0,0,4,1.9083
1991716644473195_2316421238669399,15,2,0,17,7.8203
1991716644473195_2316445872000269,4,1,0,5,1.7427
1991716644473195_2316493088662214,1,0,0,1,0.4404
1991716644473195_2316502705327919,4,0,0,4,1.7049
1991716644473195_2316509285327261,1,0,0,1,0.4927
1991716644473195_2316512215326968,1,0,0,1,0.4404
1991716644473195_2316512948660228,12,1,0,13,6.1307
1991716644473195_2316514241993432,2,0,0,2,0.8808
1991716644473195_2316516405326549,1,0,0,1,0.4404
1991716644473195_2316528715325318,2,0,0,2,0.8808
1991716644473195_2316532748658248,3,0,0,3,1.3212
1991716644473195_2316534345324755,1,0,0,1,0.4404
1991716644473195_2316540851990771,2,0,0,2,0.9158
1991716644473195_2316551118656411,2,0,0,2,0.8619
1991716644473195_2316560138655509,0,2,0,2,0
1991716644473195_2316561645322025,4,1,0,5,1.7966
1991716644473195_2316568541988002,18,7,0,25,10.5033
1991716644473195_2316573145320875,6,1,0,7,2.8423
1991716644473195_2316576355320554,4,0,0,4,1.8139
1991716644473195_2316621791982677,22,3,0,25,12.0312
1991716644473195_2316642758647247,4,6,0,10,1.9715
1991716644473195_2316734888638034,1,0,0,1,0.4404
1991716644473195_2316865868624936,17,1,0,18,8.1879
1991716644473195_2316899968621526,1,0,0,1,0.7269
1991716644473195_2316937198617803,7,3,0,10,3.0963
1991716644473195_2316940455284144,1,0,0,1,0.4404
1991716644473195_2316940701950786,19,4,0,23,8.6709
1991716644473195_2316941635284026,1,0,0,1,0.4215
1991716644473195_2316953318616191,13,0,0,13,5.8533
1991716644473195_2316965845281605,3,1,0,4,1.6242
1991716644473195_2316969201947936,24,1,0,25,14.5647
1991716644473195_2316980698613453,3,1,0,4,1.2834
1991716644473195_2316981561946700,3,2,0,5,1.3023
1991716644473195_2317008365277353,4,0,0,4,1.7616
1991716644473195_2317013228610200,2,2,0,4,0.8808
1991716644473195_2317019358609587,11,1,0,12,5.2447
1991716644473195_2317025065275683,2,0,0,2,0.9331
1991716644473195_2317030615275128,3,1,0,4,1.2834
1991716644473195_2317038641940992,1,0,0,1,0.4404
1991716644473195_2317044441940412,13,1,0,14,8.1246
1991716644473195_2317047751940081,1,0,0,1,0.4404
1991716644473195_2317058188605704,10,0,0,10,4.433
1991716644473195_2317068768604646,4,0,0,4,1.9206
1991716644473195_2317069608604562,1,0,0,1,0.4404
1991716644473195_2317070985271091,3,1,0,4,1.7705
1991716644473195_2317076688603854,4,1,1,6,1.4817
1991716644473195_2317083378603185,5,0,0,5,2.5463
1991716644473195_2317083668603156,4,4,0,8,1.703
1991716644473195_2317086181936238,4,0,1,5,1.534
1991716644473195_2317119088599614,5,0,0,5,2.1831
1991716644473195_2317142338597289,2,0,0,2,0.8808
1991716644473195_2317142958597227,1,0,0,1,0.4404
1991716644473195_2317145841930272,1,0,0,1,0.4404
1991716644473195_2317150331929823,2,0,0,2,1.0518
1991716644473195_2317152841929572,6,1,0,7,2.6569
1991716644473195_2317179868593536,3,2,0,5,1.3023
1991716644473195_2317183851926471,1,1,0,2,0.4404
1991716644473195_2317202328591290,2,0,0,2,0.8808
1991716644473195_2317212858590237,15,4,0,19,8.1487
1991716644473195_2317252958586227,3,0,0,3,1.2834
1991716644473195_2317290255249164,2,0,0,2,0.8808
1991716644473195_2317326265245563,2,0,0,2,0.8808
1991716644473195_2317330911911765,1,1,0,2,0.4404
1991716644473195_2317353251909531,4,0,0,4,1.8662
1991716644473195_2317388028572720,4,0,0,4,1.795
1991716644473195_2317396525238537,11,2,0,13,5.8796
1991716644473195_2317752218536301,1,1,0,2,0.4404
1991716644473195_2317798681864988,1,0,0,1,0.4404
1991716644473195_2317806631864193,4,2,0,6,2.0642
1991716644473195_2317809128530610,17,5,3,25,7.2443
1991716644473195_2317812428530280,0,1,0,1,0
1991716644473195_2317829955195194,6,1,0,7,2.7251
1991716644473195_2317842848527238,23,2,0,25,11.843
1991716644473195_2317850575193132,6,0,0,6,2.4563
1991716644473195_2317863188525204,5,0,0,5,2.361
1991716644473195_2317880768523446,3,0,0,3,1.3386
1991716644473195_2317880818523441,8,1,0,9,3.3348
1991716644473195_2317891778522345,18,6,1,25,11.2953
1991716644473195_2317893028522220,2,0,0,2,0.9331
1991716644473195_2317893971855459,8,1,0,9,3.9672
1991716644473195_2317944645183725,6,0,0,6,2.6235
1991716644473195_2317952651849591,1,0,0,1,0.4404
1991716644473195_2317985521846304,6,0,0,6,2.8414
1991716644473195_2318150585163131,1,0,0,1,0.4404
1991716644473195_2318155148496008,1,0,0,1,0.4404
1991716644473195_2318160011828855,4,1,0,5,1.7427
1991716644473195_2318160745162115,4,3,0,7,1.9206
1991716644473195_2318215041823352,3,7,0,10,1.5592
1991716644473195_2318398625138327,1,0,0,1,0.4404
1991716644473195_2318409315137258,1,1,0,2,0.4404
1991716644473195_2318435198468003,7,1,0,8,3.0973
1991716644473195_2318436725134517,1,0,0,1,0.4404
1991716644473195_2318437045134485,6,1,0,7,3.172
1991716644473195_2318437805134409,4,1,0,5,1.7616
1991716644473195_2318452085132981,1,0,0,1,0.4404
1991716644473195_2318452625132927,4,0,0,4,1.7427
1991716644473195_2318453105132879,3,0,0,3,1.5616
1991716644473195_2318454058466117,2,1,0,3,1.0123
1991716644473195_2318476471797209,2,0,0,2,0.8423
1991716644473195_2318477545130435,13,1,0,14,7.0431
1991716644473195_2318504915127698,3,0,0,3,1.3023
1991716644473195_2318511051793751,3,1,0,4,1.3212
1991716644473195_2318511935126996,5,1,0,6,2.9063
1991716644473195_2318514848460038,4,0,0,4,1.9556
1991716644473195_2318519591792897,2,0,0,2,1.0653
1991716644473195_2318541191790737,2,0,0,2,0.8619
1991716644473195_2318549745123215,4,0,0,4,1.795
1991716644473195_2318565695121620,6,1,0,7,2.4724
1991716644473195_2318597408451782,4,0,0,4,1.6612
1991716644473195_2318622985115891,5,0,0,5,2.237
1991716644473195_2318633418448181,6,8,0,14,3.1849
1991716644473195_2318633985114791,8,0,0,8,3.8715
1991716644473195_2318637915114398,4,0,0,4,2.0481
1991716644473195_2318661875112002,7,2,0,9,3.1162
1991716644473195_2318671405111049,2,0,0,2,0.9331
1991716644473195_2318681051776751,8,2,0,10,4.4068
1991716644473195_2318687525109437,3,0,0,3,1.3212
1991716644473195_2318700901774766,3,0,0,3,1.3023
1991716644473195_2318703815107808,1,0,0,1,0.4404
1991716644473195_2318749281769928,0,1,0,1,0
1991716644473195_2318757898435733,3,0,0,3,1.3735
1991716644473195_2318770741767782,1,0,0,1,0.4404
1991716644473195_2318814501763406,3,0,0,3,1.3023
1991716644473195_2318831255095064,2,1,0,3,0.8808
1991716644473195_2318857758425747,2,3,0,5,0.8808
